quality_event_id,production_id,job_order_id,product_id,machine_id,operator_id,date,defect_type,severity,disposition,rework_cost,root_cause,corrective_action_taken
QE-017494,PRD-RUN-009009,JOB-02250,PRD-005,MCH-016,OPR-014,2024-05-05,Dimensional Out-of-Spec,Minor,Rework,58.62,Material Variation,False
QE-017495,PRD-RUN-009009,JOB-02250,PRD-005,MCH-016,OPR-014,2024-05-05,Assembly Error,Major,Scrap,36.45,Tool Wear,False
QE-017496,PRD-RUN-009009,JOB-02250,PRD-005,MCH-016,OPR-014,2024-05-05,Material Defect,Major,Scrap,32.62,Operator Error,True
QE-017497,PRD-RUN-009009,JOB-02250,PRD-005,MCH-016,OPR-014,2024-05-05,Material Defect,Minor,Rework,119.39,Machine Calibration,False
QE-017498,PRD-RUN-009009,JOB-02250,PRD-005,MCH-016,OPR-014,2024-05-05,Material Defect,Critical,Scrap,37.45,Environmental,True
QE-017499,PRD-RUN-009009,JOB-02250,PRD-005,MCH-016,OPR-014,2024-05-05,Material Defect,Minor,Rework,35.23,Tool Wear,False
QE-017500,PRD-RUN-009009,JOB-02250,PRD-005,MCH-016,OPR-014,2024-05-05,Contamination,Major,Rework,92.45,Operator Error,True
QE-017501,PRD-RUN-009010,JOB-02250,PRD-005,MCH-018,OPR-016,2024-05-07,Tool Wear Damage,Minor,Rework,109.82,Tool Wear,False
QE-017502,PRD-RUN-009010,JOB-02250,PRD-005,MCH-018,OPR-016,2024-05-07,Assembly Error,Major,Scrap,48.31,Material Variation,True
QE-017503,PRD-RUN-009010,JOB-02250,PRD-005,MCH-018,OPR-016,2024-05-07,Crack/Fracture,Minor,Rework,54.08,Process Drift,False
QE-017504,PRD-RUN-009010,JOB-02250,PRD-005,MCH-018,OPR-016,2024-05-07,Material Defect,Minor,Use As-Is,0.0,Tool Wear,True
QE-017505,PRD-RUN-009010,JOB-02250,PRD-005,MCH-018,OPR-016,2024-05-07,Tool Wear Damage,Minor,Use As-Is,0.0,Operator Error,False
QE-017506,PRD-RUN-009010,JOB-02250,PRD-005,MCH-018,OPR-016,2024-05-07,Surface Finish Defect,Major,Scrap,47.65,Process Drift,True
QE-017507,PRD-RUN-009010,JOB-02250,PRD-005,MCH-018,OPR-016,2024-05-07,Contamination,Minor,Rework,48.5,Machine Calibration,True
QE-017508,PRD-RUN-009010,JOB-02250,PRD-005,MCH-018,OPR-016,2024-05-07,Material Defect,Minor,Rework,66.2,Material Variation,True
QE-017509,PRD-RUN-009019,JOB-02253,PRD-002,MCH-007,OPR-007,2025-10-21,Dimensional Out-of-Spec,Critical,Scrap,34.17,Machine Calibration,True
QE-017510,PRD-RUN-009020,JOB-02253,PRD-002,MCH-011,OPR-001,2025-10-21,Dimensional Out-of-Spec,Critical,Scrap,39.85,Process Drift,False
QE-017511,PRD-RUN-009021,JOB-02253,PRD-002,MCH-013,OPR-002,2025-10-21,Crack/Fracture,Major,Rework,68.36,Process Drift,True
QE-017512,PRD-RUN-009022,JOB-02253,PRD-002,MCH-018,OPR-010,2025-10-21,Dimensional Out-of-Spec,Major,Scrap,33.28,Operator Error,False
QE-017513,PRD-RUN-009027,JOB-02255,PRD-002,MCH-005,OPR-011,2025-11-28,Material Defect,Minor,Use As-Is,0.0,Operator Error,False
QE-017514,PRD-RUN-009028,JOB-02255,PRD-002,MCH-012,OPR-009,2025-11-28,Contamination,Minor,Rework,92.06,Material Variation,False
QE-017515,PRD-RUN-009029,JOB-02255,PRD-002,MCH-013,OPR-010,2025-11-28,Tool Wear Damage,Minor,Use As-Is,0.0,Environmental,True
QE-017516,PRD-RUN-009030,JOB-02255,PRD-002,MCH-017,OPR-008,2025-11-28,Tool Wear Damage,Critical,Use As-Is,0.0,Tool Wear,False
QE-017517,PRD-RUN-009031,JOB-02256,PRD-006,MCH-005,OPR-013,2025-07-28,Assembly Error,Minor,Rework,58.35,Environmental,False
QE-017518,PRD-RUN-009031,JOB-02256,PRD-006,MCH-005,OPR-013,2025-07-28,Assembly Error,Minor,Rework,70.66,Operator Error,False
QE-017519,PRD-RUN-009031,JOB-02256,PRD-006,MCH-005,OPR-013,2025-07-28,Surface Finish Defect,Major,Rework,63.25,Material Variation,False
QE-017520,PRD-RUN-009031,JOB-02256,PRD-006,MCH-005,OPR-013,2025-07-28,Assembly Error,Minor,Rework,89.64,Process Drift,False
QE-017521,PRD-RUN-009032,JOB-02256,PRD-006,MCH-010,OPR-016,2025-07-29,Contamination,Major,Rework,81.8,Material Variation,False
QE-017522,PRD-RUN-009032,JOB-02256,PRD-006,MCH-010,OPR-016,2025-07-29,Dimensional Out-of-Spec,Minor,Scrap,15.35,Material Variation,False
QE-017523,PRD-RUN-009032,JOB-02256,PRD-006,MCH-010,OPR-016,2025-07-29,Alignment Error,Minor,Rework,39.39,Process Drift,True
QE-017524,PRD-RUN-009032,JOB-02256,PRD-006,MCH-010,OPR-016,2025-07-29,Contamination,Minor,Rework,80.92,Environmental,False
QE-017525,PRD-RUN-009032,JOB-02256,PRD-006,MCH-010,OPR-016,2025-07-29,Dimensional Out-of-Spec,Major,Use As-Is,0.0,Process Drift,True
QE-017526,PRD-RUN-009032,JOB-02256,PRD-006,MCH-010,OPR-016,2025-07-29,Alignment Error,Minor,Rework,69.7,Tool Wear,True
QE-017527,PRD-RUN-009032,JOB-02256,PRD-006,MCH-010,OPR-016,2025-07-29,Surface Finish Defect,Major,Use As-Is,0.0,Tool Wear,True
QE-017528,PRD-RUN-009032,JOB-02256,PRD-006,MCH-010,OPR-016,2025-07-29,Alignment Error,Minor,Use As-Is,0.0,Tool Wear,False
QE-017529,PRD-RUN-009033,JOB-02256,PRD-006,MCH-011,OPR-002,2025-07-30,Surface Finish Defect,Major,Rework,22.81,Machine Calibration,False
QE-017530,PRD-RUN-009033,JOB-02256,PRD-006,MCH-011,OPR-002,2025-07-30,Surface Finish Defect,Minor,Rework,20.83,Machine Calibration,True
QE-017531,PRD-RUN-009033,JOB-02256,PRD-006,MCH-011,OPR-002,2025-07-30,Assembly Error,Minor,Rework,76.0,Tool Wear,False
QE-017532,PRD-RUN-009033,JOB-02256,PRD-006,MCH-011,OPR-002,2025-07-30,Crack/Fracture,Major,Scrap,14.26,Material Variation,True
QE-017533,PRD-RUN-009033,JOB-02256,PRD-006,MCH-011,OPR-002,2025-07-30,Surface Finish Defect,Minor,Use As-Is,0.0,Operator Error,True
QE-017534,PRD-RUN-009033,JOB-02256,PRD-006,MCH-011,OPR-002,2025-07-30,Tool Wear Damage,Major,Scrap,15.95,Material Variation,False
QE-017535,PRD-RUN-009033,JOB-02256,PRD-006,MCH-011,OPR-002,2025-07-30,Tool Wear Damage,Critical,Rework,95.32,Operator Error,False
QE-017536,PRD-RUN-009033,JOB-02256,PRD-006,MCH-011,OPR-002,2025-07-30,Material Defect,Major,Use As-Is,0.0,Environmental,False
QE-017537,PRD-RUN-009034,JOB-02256,PRD-006,MCH-018,OPR-015,2025-07-31,Surface Finish Defect,Minor,Rework,62.85,Tool Wear,False
QE-017538,PRD-RUN-009034,JOB-02256,PRD-006,MCH-018,OPR-015,2025-07-31,Crack/Fracture,Minor,Rework,60.03,Environmental,True
QE-017539,PRD-RUN-009034,JOB-02256,PRD-006,MCH-018,OPR-015,2025-07-31,Alignment Error,Major,Scrap,12.5,Operator Error,True
QE-017540,PRD-RUN-009034,JOB-02256,PRD-006,MCH-018,OPR-015,2025-07-31,Surface Finish Defect,Major,Scrap,17.48,Environmental,True
QE-017541,PRD-RUN-009034,JOB-02256,PRD-006,MCH-018,OPR-015,2025-07-31,Contamination,Minor,Rework,87.38,Operator Error,True
QE-017542,PRD-RUN-009034,JOB-02256,PRD-006,MCH-018,OPR-015,2025-07-31,Alignment Error,Minor,Rework,51.64,Operator Error,True
QE-017543,PRD-RUN-009034,JOB-02256,PRD-006,MCH-018,OPR-015,2025-07-31,Crack/Fracture,Minor,Rework,88.85,Material Variation,True
QE-017544,PRD-RUN-009034,JOB-02256,PRD-006,MCH-018,OPR-015,2025-07-31,Contamination,Minor,Rework,71.71,Environmental,False
QE-017545,PRD-RUN-009035,JOB-02257,PRD-003,MCH-003,OPR-009,2025-03-25,Dimensional Out-of-Spec,Critical,Scrap,29.94,Tool Wear,True
QE-017546,PRD-RUN-009036,JOB-02257,PRD-003,MCH-010,OPR-008,2025-03-25,Crack/Fracture,Minor,Rework,111.06,Process Drift,False
QE-017547,PRD-RUN-009037,JOB-02257,PRD-003,MCH-007,OPR-007,2025-03-25,Contamination,Critical,Rework,78.67,Environmental,True
QE-017548,PRD-RUN-009038,JOB-02257,PRD-003,MCH-018,OPR-008,2025-03-25,Assembly Error,Major,Rework,110.16,Environmental,True
QE-017549,PRD-RUN-009039,JOB-02258,PRD-002,MCH-007,OPR-013,2025-12-25,Dimensional Out-of-Spec,Minor,Scrap,47.43,Process Drift,False
QE-017550,PRD-RUN-009040,JOB-02258,PRD-002,MCH-011,OPR-009,2025-12-25,Assembly Error,Minor,Rework,95.45,Tool Wear,False
QE-017551,PRD-RUN-009041,JOB-02258,PRD-002,MCH-015,OPR-007,2025-12-25,Contamination,Major,Rework,70.45,Tool Wear,False
QE-017552,PRD-RUN-009042,JOB-02258,PRD-002,MCH-017,OPR-012,2025-12-25,Alignment Error,Minor,Rework,74.38,Tool Wear,False
QE-017553,PRD-RUN-009043,JOB-02259,PRD-005,MCH-002,OPR-016,2024-02-29,Dimensional Out-of-Spec,Minor,Rework,60.17,Material Variation,False
QE-017554,PRD-RUN-009043,JOB-02259,PRD-005,MCH-002,OPR-016,2024-02-29,Material Defect,Minor,Scrap,45.58,Machine Calibration,False
QE-017555,PRD-RUN-009044,JOB-02259,PRD-005,MCH-010,OPR-008,2024-02-29,Alignment Error,Major,Scrap,29.36,Environmental,False
QE-017556,PRD-RUN-009045,JOB-02259,PRD-005,MCH-015,OPR-015,2024-02-29,Alignment Error,Major,Rework,86.75,Operator Error,False
QE-017557,PRD-RUN-009045,JOB-02259,PRD-005,MCH-015,OPR-015,2024-02-29,Crack/Fracture,Major,Scrap,41.86,Operator Error,True
QE-017558,PRD-RUN-009046,JOB-02259,PRD-005,MCH-017,OPR-008,2024-03-01,Alignment Error,Minor,Scrap,47.43,Material Variation,True
QE-017559,PRD-RUN-009047,JOB-02260,PRD-004,MCH-007,OPR-004,2024-01-11,Tool Wear Damage,Minor,Rework,16.11,Process Drift,False
QE-017560,PRD-RUN-009048,JOB-02260,PRD-004,MCH-011,OPR-008,2024-01-11,Assembly Error,Minor,Rework,45.6,Operator Error,False
QE-017561,PRD-RUN-009049,JOB-02260,PRD-004,MCH-017,OPR-016,2024-01-11,Crack/Fracture,Minor,Rework,74.54,Material Variation,True
QE-017562,PRD-RUN-009050,JOB-02261,PRD-002,MCH-005,OPR-009,2024-08-14,Material Defect,Minor,Rework,63.72,Material Variation,False
QE-017563,PRD-RUN-009050,JOB-02261,PRD-002,MCH-005,OPR-009,2024-08-14,Dimensional Out-of-Spec,Major,Rework,26.48,Environmental,False
QE-017564,PRD-RUN-009051,JOB-02261,PRD-002,MCH-012,OPR-008,2024-08-14,Crack/Fracture,Minor,Rework,20.64,Environmental,True
QE-017565,PRD-RUN-009052,JOB-02261,PRD-002,MCH-014,OPR-002,2024-08-14,Tool Wear Damage,Minor,Use As-Is,0.0,Tool Wear,True
QE-017566,PRD-RUN-009052,JOB-02261,PRD-002,MCH-014,OPR-002,2024-08-14,Alignment Error,Major,Scrap,43.51,Process Drift,False
QE-017567,PRD-RUN-009053,JOB-02261,PRD-002,MCH-017,OPR-008,2024-08-15,Contamination,Minor,Rework,58.71,Process Drift,True
QE-017568,PRD-RUN-009053,JOB-02261,PRD-002,MCH-017,OPR-008,2024-08-15,Contamination,Major,Use As-Is,0.0,Operator Error,False
QE-017569,PRD-RUN-009054,JOB-02262,PRD-002,MCH-006,OPR-010,2025-10-23,Contamination,Major,Rework,54.89,Operator Error,False
QE-017570,PRD-RUN-009055,JOB-02262,PRD-002,MCH-011,OPR-006,2025-10-23,Dimensional Out-of-Spec,Minor,Rework,113.62,Operator Error,True
QE-017571,PRD-RUN-009056,JOB-02262,PRD-002,MCH-014,OPR-010,2025-10-23,Tool Wear Damage,Minor,Scrap,37.38,Operator Error,True
QE-017572,PRD-RUN-009057,JOB-02262,PRD-002,MCH-018,OPR-009,2025-10-23,Surface Finish Defect,Major,Scrap,53.18,Machine Calibration,True
QE-017573,PRD-RUN-009058,JOB-02263,PRD-006,MCH-005,OPR-012,2025-10-28,Surface Finish Defect,Minor,Rework,34.08,Material Variation,False
QE-017574,PRD-RUN-009058,JOB-02263,PRD-006,MCH-005,OPR-012,2025-10-28,Material Defect,Minor,Rework,19.7,Operator Error,False
QE-017575,PRD-RUN-009058,JOB-02263,PRD-006,MCH-005,OPR-012,2025-10-28,Dimensional Out-of-Spec,Major,Rework,80.24,Material Variation,False
QE-017576,PRD-RUN-009059,JOB-02263,PRD-006,MCH-008,OPR-015,2025-10-28,Surface Finish Defect,Major,Scrap,16.59,Process Drift,True
QE-017577,PRD-RUN-009059,JOB-02263,PRD-006,MCH-008,OPR-015,2025-10-28,Tool Wear Damage,Minor,Rework,49.67,Environmental,False
QE-017578,PRD-RUN-009059,JOB-02263,PRD-006,MCH-008,OPR-015,2025-10-28,Tool Wear Damage,Major,Rework,72.02,Machine Calibration,True
QE-017579,PRD-RUN-009060,JOB-02263,PRD-006,MCH-011,OPR-002,2025-10-29,Material Defect,Minor,Rework,81.18,Material Variation,False
QE-017580,PRD-RUN-009060,JOB-02263,PRD-006,MCH-011,OPR-002,2025-10-29,Alignment Error,Minor,Rework,85.22,Machine Calibration,False
QE-017581,PRD-RUN-009060,JOB-02263,PRD-006,MCH-011,OPR-002,2025-10-29,Dimensional Out-of-Spec,Minor,Use As-Is,0.0,Tool Wear,False
QE-017582,PRD-RUN-009061,JOB-02263,PRD-006,MCH-017,OPR-008,2025-10-29,Surface Finish Defect,Minor,Rework,78.37,Environmental,True
QE-017583,PRD-RUN-009061,JOB-02263,PRD-006,MCH-017,OPR-008,2025-10-29,Assembly Error,Critical,Scrap,17.07,Environmental,True
QE-017584,PRD-RUN-009061,JOB-02263,PRD-006,MCH-017,OPR-008,2025-10-29,Alignment Error,Minor,Rework,34.21,Operator Error,False
QE-017585,PRD-RUN-009062,JOB-02264,PRD-002,MCH-006,OPR-002,2024-06-03,Tool Wear Damage,Minor,Rework,92.85,Material Variation,True
QE-017586,PRD-RUN-009063,JOB-02264,PRD-002,MCH-012,OPR-003,2024-06-03,Tool Wear Damage,Minor,Rework,114.42,Machine Calibration,True
QE-017587,PRD-RUN-009064,JOB-02264,PRD-002,MCH-016,OPR-002,2024-06-03,Dimensional Out-of-Spec,Minor,Rework,51.71,Operator Error,False
QE-017588,PRD-RUN-009065,JOB-02264,PRD-002,MCH-017,OPR-008,2024-06-03,Tool Wear Damage,Major,Rework,96.72,Machine Calibration,True
QE-017589,PRD-RUN-009066,JOB-02265,PRD-007,MCH-002,OPR-011,2025-04-15,Contamination,Major,Scrap,58.1,Tool Wear,False
QE-017590,PRD-RUN-009067,JOB-02265,PRD-007,MCH-008,OPR-001,2025-04-15,Alignment Error,Minor,Rework,43.99,Process Drift,False
QE-017591,PRD-RUN-009068,JOB-02265,PRD-007,MCH-009,OPR-003,2025-04-15,Assembly Error,Major,Scrap,50.57,Environmental,True
QE-017592,PRD-RUN-009069,JOB-02265,PRD-007,MCH-012,OPR-012,2025-04-15,Assembly Error,Major,Rework,107.03,Operator Error,True
QE-017593,PRD-RUN-009070,JOB-02265,PRD-007,MCH-018,OPR-016,2025-04-15,Assembly Error,Minor,Rework,65.49,Material Variation,False
QE-017594,PRD-RUN-009071,JOB-02266,PRD-006,MCH-005,OPR-009,2025-11-26,Crack/Fracture,Minor,Rework,45.78,Process Drift,True
QE-017595,PRD-RUN-009071,JOB-02266,PRD-006,MCH-005,OPR-009,2025-11-26,Tool Wear Damage,Minor,Rework,119.63,Machine Calibration,True
QE-017596,PRD-RUN-009072,JOB-02266,PRD-006,MCH-010,OPR-002,2025-11-26,Tool Wear Damage,Major,Rework,46.69,Machine Calibration,True
QE-017597,PRD-RUN-009072,JOB-02266,PRD-006,MCH-010,OPR-002,2025-11-26,Contamination,Critical,Scrap,9.38,Environmental,False
QE-017598,PRD-RUN-009073,JOB-02266,PRD-006,MCH-012,OPR-005,2025-11-26,Alignment Error,Minor,Rework,35.93,Tool Wear,False
QE-017599,PRD-RUN-009073,JOB-02266,PRD-006,MCH-012,OPR-005,2025-11-26,Surface Finish Defect,Critical,Scrap,17.7,Material Variation,False
QE-017600,PRD-RUN-009074,JOB-02266,PRD-006,MCH-017,OPR-010,2025-11-27,Alignment Error,Minor,Use As-Is,0.0,Operator Error,False
QE-017601,PRD-RUN-009074,JOB-02266,PRD-006,MCH-017,OPR-010,2025-11-27,Assembly Error,Critical,Scrap,11.8,Tool Wear,True
QE-017602,PRD-RUN-009075,JOB-02267,PRD-008,MCH-003,OPR-013,2025-10-13,Material Defect,Minor,Rework,105.4,Process Drift,True
QE-017603,PRD-RUN-009075,JOB-02267,PRD-008,MCH-003,OPR-013,2025-10-13,Contamination,Minor,Rework,106.56,Tool Wear,False
QE-017604,PRD-RUN-009075,JOB-02267,PRD-008,MCH-003,OPR-013,2025-10-13,Tool Wear Damage,Major,Rework,17.27,Operator Error,True
QE-017605,PRD-RUN-009076,JOB-02267,PRD-008,MCH-009,OPR-003,2025-10-14,Alignment Error,Major,Rework,92.11,Tool Wear,True
QE-017606,PRD-RUN-009076,JOB-02267,PRD-008,MCH-009,OPR-003,2025-10-14,Material Defect,Major,Scrap,9.26,Machine Calibration,True
QE-017607,PRD-RUN-009077,JOB-02267,PRD-008,MCH-013,OPR-006,2025-10-14,Contamination,Minor,Rework,80.6,Process Drift,False
QE-017608,PRD-RUN-009077,JOB-02267,PRD-008,MCH-013,OPR-006,2025-10-14,Alignment Error,Minor,Rework,60.9,Operator Error,True
QE-017609,PRD-RUN-009077,JOB-02267,PRD-008,MCH-013,OPR-006,2025-10-14,Dimensional Out-of-Spec,Minor,Rework,28.17,Process Drift,False
QE-017610,PRD-RUN-009078,JOB-02267,PRD-008,MCH-018,OPR-012,2025-10-15,Assembly Error,Major,Scrap,6.83,Environmental,True
QE-017611,PRD-RUN-009078,JOB-02267,PRD-008,MCH-018,OPR-012,2025-10-15,Alignment Error,Minor,Rework,17.73,Operator Error,True
QE-017612,PRD-RUN-009078,JOB-02267,PRD-008,MCH-018,OPR-012,2025-10-15,Assembly Error,Minor,Rework,42.45,Tool Wear,True
QE-017613,PRD-RUN-009079,JOB-02268,PRD-003,MCH-001,OPR-005,2024-07-26,Contamination,Major,Scrap,31.45,Process Drift,False
QE-017614,PRD-RUN-009080,JOB-02268,PRD-003,MCH-009,OPR-008,2024-07-26,Alignment Error,Minor,Rework,44.54,Process Drift,True
QE-017615,PRD-RUN-009081,JOB-02268,PRD-003,MCH-007,OPR-002,2024-07-26,Crack/Fracture,Major,Rework,54.86,Machine Calibration,True
QE-017616,PRD-RUN-009082,JOB-02268,PRD-003,MCH-018,OPR-003,2024-07-26,Tool Wear Damage,Minor,Rework,76.81,Operator Error,True
QE-017617,PRD-RUN-009083,JOB-02269,PRD-006,MCH-007,OPR-003,2025-06-27,Surface Finish Defect,Critical,Scrap,14.72,Process Drift,False
QE-017618,PRD-RUN-009084,JOB-02269,PRD-006,MCH-008,OPR-012,2025-06-27,Dimensional Out-of-Spec,Minor,Rework,105.38,Machine Calibration,False
QE-017619,PRD-RUN-009084,JOB-02269,PRD-006,MCH-008,OPR-012,2025-06-27,Crack/Fracture,Minor,Rework,52.84,Machine Calibration,True
QE-017620,PRD-RUN-009085,JOB-02269,PRD-006,MCH-011,OPR-012,2025-06-27,Tool Wear Damage,Minor,Rework,91.54,Tool Wear,False
QE-017621,PRD-RUN-009085,JOB-02269,PRD-006,MCH-011,OPR-012,2025-06-27,Dimensional Out-of-Spec,Minor,Rework,51.25,Tool Wear,False
QE-017622,PRD-RUN-009086,JOB-02269,PRD-006,MCH-017,OPR-010,2025-06-27,Contamination,Major,Rework,89.61,Environmental,True
QE-017623,PRD-RUN-009086,JOB-02269,PRD-006,MCH-017,OPR-010,2025-06-27,Crack/Fracture,Major,Scrap,17.38,Operator Error,False
QE-017624,PRD-RUN-009091,JOB-02271,PRD-001,MCH-003,OPR-016,2024-02-01,Material Defect,Critical,Scrap,30.06,Environmental,False
QE-017625,PRD-RUN-009092,JOB-02271,PRD-001,MCH-008,OPR-013,2024-02-01,Surface Finish Defect,Minor,Rework,67.0,Operator Error,False
QE-017626,PRD-RUN-009093,JOB-02271,PRD-001,MCH-012,OPR-008,2024-02-01,Alignment Error,Minor,Rework,41.09,Process Drift,True
QE-017627,PRD-RUN-009094,JOB-02271,PRD-001,MCH-017,OPR-005,2024-02-01,Tool Wear Damage,Major,Scrap,34.26,Tool Wear,False
QE-017628,PRD-RUN-009099,JOB-02273,PRD-003,MCH-001,OPR-012,2025-08-01,Contamination,Major,Scrap,28.83,Machine Calibration,False
QE-017629,PRD-RUN-009099,JOB-02273,PRD-003,MCH-001,OPR-012,2025-08-01,Material Defect,Major,Use As-Is,0.0,Tool Wear,False
QE-017630,PRD-RUN-009100,JOB-02273,PRD-003,MCH-010,OPR-014,2025-08-01,Dimensional Out-of-Spec,Major,Scrap,34.43,Operator Error,True
QE-017631,PRD-RUN-009100,JOB-02273,PRD-003,MCH-010,OPR-014,2025-08-01,Contamination,Minor,Rework,97.05,Tool Wear,True
QE-017632,PRD-RUN-009101,JOB-02273,PRD-003,MCH-005,OPR-011,2025-08-01,Contamination,Major,Rework,58.51,Material Variation,False
QE-017633,PRD-RUN-009101,JOB-02273,PRD-003,MCH-005,OPR-011,2025-08-01,Tool Wear Damage,Minor,Use As-Is,0.0,Material Variation,True
QE-017634,PRD-RUN-009102,JOB-02273,PRD-003,MCH-017,OPR-001,2025-08-02,Dimensional Out-of-Spec,Major,Rework,33.04,Tool Wear,True
QE-017635,PRD-RUN-009102,JOB-02273,PRD-003,MCH-017,OPR-001,2025-08-02,Alignment Error,Major,Scrap,23.81,Material Variation,True
QE-017636,PRD-RUN-009103,JOB-02274,PRD-005,MCH-001,OPR-015,2025-10-08,Surface Finish Defect,Major,Scrap,41.31,Material Variation,False
QE-017637,PRD-RUN-009104,JOB-02274,PRD-005,MCH-009,OPR-003,2025-10-08,Dimensional Out-of-Spec,Minor,Rework,116.84,Operator Error,True
QE-017638,PRD-RUN-009105,JOB-02274,PRD-005,MCH-015,OPR-002,2025-10-08,Tool Wear Damage,Minor,Rework,86.29,Machine Calibration,False
QE-017639,PRD-RUN-009106,JOB-02274,PRD-005,MCH-018,OPR-005,2025-10-09,Tool Wear Damage,Major,Scrap,34.86,Environmental,True
QE-017640,PRD-RUN-009107,JOB-02275,PRD-004,MCH-005,OPR-011,2025-01-06,Alignment Error,Critical,Scrap,27.89,Operator Error,True
QE-017641,PRD-RUN-009107,JOB-02275,PRD-004,MCH-005,OPR-011,2025-01-06,Material Defect,Major,Scrap,25.7,Material Variation,False
QE-017642,PRD-RUN-009108,JOB-02275,PRD-004,MCH-012,OPR-012,2025-01-06,Contamination,Major,Scrap,20.2,Environmental,True
QE-017643,PRD-RUN-009108,JOB-02275,PRD-004,MCH-012,OPR-012,2025-01-06,Alignment Error,Minor,Rework,86.83,Operator Error,False
QE-017644,PRD-RUN-009109,JOB-02275,PRD-004,MCH-018,OPR-015,2025-01-06,Dimensional Out-of-Spec,Critical,Scrap,15.61,Environmental,False
QE-017645,PRD-RUN-009109,JOB-02275,PRD-004,MCH-018,OPR-015,2025-01-06,Crack/Fracture,Minor,Rework,118.21,Material Variation,True
QE-017646,PRD-RUN-009114,JOB-02277,PRD-005,MCH-001,OPR-004,2025-05-14,Dimensional Out-of-Spec,Critical,Scrap,31.93,Tool Wear,True
QE-017647,PRD-RUN-009114,JOB-02277,PRD-005,MCH-001,OPR-004,2025-05-14,Crack/Fracture,Minor,Rework,104.53,Tool Wear,True
QE-017648,PRD-RUN-009115,JOB-02277,PRD-005,MCH-008,OPR-003,2025-05-14,Surface Finish Defect,Minor,Rework,65.04,Material Variation,True
QE-017649,PRD-RUN-009116,JOB-02277,PRD-005,MCH-015,OPR-014,2025-05-15,Assembly Error,Major,Use As-Is,0.0,Machine Calibration,False
QE-017650,PRD-RUN-009116,JOB-02277,PRD-005,MCH-015,OPR-014,2025-05-15,Crack/Fracture,Critical,Scrap,48.08,Environmental,True
QE-017651,PRD-RUN-009116,JOB-02277,PRD-005,MCH-015,OPR-014,2025-05-15,Surface Finish Defect,Major,Scrap,36.55,Process Drift,False
QE-017652,PRD-RUN-009117,JOB-02277,PRD-005,MCH-017,OPR-002,2025-05-16,Crack/Fracture,Critical,Rework,68.43,Operator Error,True
QE-017653,PRD-RUN-009117,JOB-02277,PRD-005,MCH-017,OPR-002,2025-05-16,Surface Finish Defect,Minor,Rework,77.58,Tool Wear,True
QE-017654,PRD-RUN-009117,JOB-02277,PRD-005,MCH-017,OPR-002,2025-05-16,Dimensional Out-of-Spec,Major,Rework,58.35,Process Drift,False
QE-017655,PRD-RUN-009118,JOB-02278,PRD-008,MCH-002,OPR-005,2024-08-16,Surface Finish Defect,Minor,Rework,63.91,Material Variation,False
QE-017656,PRD-RUN-009118,JOB-02278,PRD-008,MCH-002,OPR-005,2024-08-16,Dimensional Out-of-Spec,Major,Rework,117.45,Tool Wear,True
QE-017657,PRD-RUN-009119,JOB-02278,PRD-008,MCH-009,OPR-004,2024-08-16,Assembly Error,Minor,Rework,62.62,Material Variation,True
QE-017658,PRD-RUN-009119,JOB-02278,PRD-008,MCH-009,OPR-004,2024-08-16,Crack/Fracture,Minor,Rework,31.86,Material Variation,True
QE-017659,PRD-RUN-009119,JOB-02278,PRD-008,MCH-009,OPR-004,2024-08-16,Material Defect,Major,Rework,66.08,Process Drift,False
QE-017660,PRD-RUN-009120,JOB-02278,PRD-008,MCH-014,OPR-002,2024-08-17,Contamination,Critical,Scrap,11.43,Material Variation,True
QE-017661,PRD-RUN-009120,JOB-02278,PRD-008,MCH-014,OPR-002,2024-08-17,Alignment Error,Minor,Rework,41.53,Operator Error,False
QE-017662,PRD-RUN-009120,JOB-02278,PRD-008,MCH-014,OPR-002,2024-08-17,Contamination,Major,Rework,47.06,Process Drift,True
QE-017663,PRD-RUN-009121,JOB-02278,PRD-008,MCH-018,OPR-013,2024-08-18,Assembly Error,Major,Rework,43.29,Material Variation,True
QE-017664,PRD-RUN-009121,JOB-02278,PRD-008,MCH-018,OPR-013,2024-08-18,Dimensional Out-of-Spec,Minor,Rework,54.05,Material Variation,False
QE-017665,PRD-RUN-009121,JOB-02278,PRD-008,MCH-018,OPR-013,2024-08-18,Alignment Error,Critical,Scrap,8.83,Material Variation,True
QE-017666,PRD-RUN-009133,JOB-02282,PRD-008,MCH-001,OPR-001,2024-06-11,Crack/Fracture,Major,Rework,50.14,Tool Wear,False
QE-017667,PRD-RUN-009133,JOB-02282,PRD-008,MCH-001,OPR-001,2024-06-11,Dimensional Out-of-Spec,Major,Scrap,7.12,Tool Wear,False
QE-017668,PRD-RUN-009133,JOB-02282,PRD-008,MCH-001,OPR-001,2024-06-11,Tool Wear Damage,Minor,Rework,50.67,Material Variation,False
QE-017669,PRD-RUN-009134,JOB-02282,PRD-008,MCH-009,OPR-005,2024-06-11,Surface Finish Defect,Major,Rework,58.59,Material Variation,True
